      1096113536     0.61    99.81
       537008128     0.61    93.33
       517240119     0.61    99.64
      1097278480     0.61    99.80
       587045292     0.61    94.00
       626029134     0.61    99.72
       633487837     0.62    94.44
      1097714022     0.61    99.82
       530755448     0.62    93.33
       517880278     0.61    99.72
      1059102444     0.61    96.57
       115964871     0.61    75.70
       518934597     0.61    99.81
       573034140     0.61    99.78
       639597844     0.61    94.49
      1096060002     0.61    99.83
       536081346     0.61    93.38
       517189569     0.61    99.67
      1060170728     0.61    96.53
       152616163     0.61    99.72
       123743588     0.58    24.92
       316623209     0.60    49.95
       435678476     0.87    99.31
       347539561     1.65    99.51
       206177660     2.32    99.88
        20312498     2.32    24.93
       392226385     1.65    96.37
       220067826     2.32    99.90
        63680054     2.99    49.89
        99970469     4.15    99.85
       170761335     3.93    99.87
        51889419     4.46    90.93
        34742852     4.47    98.57
        32528881     2.68    24.90
        24256398     2.92    24.93
        67573691     4.01    85.40
        96847419     3.61    99.60
        21060936     3.77    24.94
        59005114     4.46    92.34
       132110590     4.12    99.98
       160968291     4.17    99.90
        19716406     2.79    71.08
       125109172     3.18    99.85
        40138795     1.78    24.94
       363980981     1.61    96.38
       237723398     1.61    99.95
       242848532     1.61    94.60
       447042776     1.57    99.91
       151487720     1.95    92.98
       177816858     1.97    99.74
       330813239     1.96    96.65
       193186959     1.98    99.95
        87153326     2.01    54.98
       210285390     1.98    99.95
       329944725     1.97    96.71
       339854368     1.98    99.92
       329130761     1.97    96.67
        62349026     2.00    99.26
        69279006     1.96    24.98
       328318785     1.98    96.71
       277218103     2.43    99.95
       365049843     1.78    96.57
       359443875     1.78    99.99
       160033825     1.78    99.66
       245143363     1.47    94.19
       157690545     1.82    99.96
       250719228     2.08    95.79
       286744642     2.04    96.21
        30452569     2.03    99.86
       329191882     2.05    99.99
       300978102     2.05    96.44
       186163034     2.06    99.95
       128364319     2.05    92.27
       260912128     2.08    99.91
       283976678     2.06    96.30
        29753172     2.07    99.87
       315619655     2.06    96.55
       169129332     2.07    99.82
        38533776     2.04    24.98
       124923332     2.04    99.58
       164043491     2.81    95.19
       126123945     1.46    99.59
       265402454     2.45    96.67
       356322901     1.98    99.97
       197611170     2.80    96.07
       113641263     2.80    99.68
        31329911     2.79    24.99
        80442307     3.27    92.28
       122027369     4.46    99.98
       131279396     4.46    96.22
        13636973     4.46    99.16
       145558691     4.46    96.64
       150860949     4.46    99.99
        73446827     4.46    93.70
        64081968     4.46    99.69
       122049974     4.46    99.98
       136237436     4.46    99.88
        13890404     4.46    99.88
       150907528     4.46    99.99
        73557079     4.46    93.50
        71594553     4.46    99.98
        66339388     4.46    92.77
        64330449     4.46    99.97
       116819434     4.46    95.80
       143771231     4.46    99.99
       145528533     4.46    96.65
        93218290     4.46    99.99
        57135188     4.46    99.97
        87898407     4.46    94.59
        64056759     4.46    99.61
       116724202     4.46    95.88
       136395893     4.46    99.98
         3414636     4.48    24.93
       376959326     1.60    92.77
       382262445     1.82    99.96
       144462722     1.82    91.94
        84927008     3.38    99.92
       234563056     2.32    99.98
       377361693     1.72    96.61
       228790065     2.93    99.93
       139487277     2.81    94.74
        90470217     2.80    99.78
        76464936     4.16    99.86
       145663872     4.46    96.68
       145729262     4.46    96.63
       150911115     4.46    99.97
       136182406     4.46    99.92
        64397029     4.46    99.97
        21425724     4.46    24.99
        59081852     4.46    92.30
       116830578     4.46    95.78
        88058527     4.46    94.46
        57043970     4.46    99.96
       145656736     4.46    96.68
       150825566     4.46    99.98
        66271859     4.46    92.98
        64101913     4.46    99.83
       116781235     4.46    95.89
       143498118     4.46    99.91
       147816973     4.55    99.99
        87993522     4.46    94.62
        56885004     4.46    99.74
        71571609     4.46    99.94
       150692300     4.46    99.89
       145533395     4.46    96.68
        77271255     4.25    93.51
        86909334     3.66    99.93
       253582590     2.31    96.33
       177648559     1.35    83.58
       231256485     1.66    99.97
        94275478     2.80    92.11
       192224877     2.82    99.79
       207769438     2.82    96.32
        13521745     4.55    99.88
       145701901     4.46    96.54
       150728515     4.46    99.91
        73547831     4.46    93.59
        64096162     4.46    99.70
       122074637     4.46    99.98
       136286339     4.46    99.88
        13864704     4.47    99.88
       150955233     4.46    99.99
        73616238     4.46    93.48
        71652583     4.46    99.99
        78789591     4.46    99.98
        59107660     4.46    92.19
       122029152     4.46    99.98
       131312389     4.46    96.22
        13622125     4.46    98.98
       150993862     4.46    99.99
        73567235     4.45    93.74
        64360250     4.46    99.97
        80748423     4.46    94.16
        64397614     4.46    99.98
       116883163     4.46    95.78
       136520800     4.46    99.99
         3370961     4.54    24.93
       142737896     4.55    96.68
       150651322     4.46    99.90
        65564547     4.27    92.55
       157267425     2.53    99.90
       175310008     2.97    95.81
       195064563     2.79    99.98
        18902454     1.65    24.96
       395397894     1.64    96.72
        97999424     2.93    99.98
        27091476     2.94    24.99
        92628611     2.93    85.48
        98000872     2.93    99.96
       185349782     2.93    99.86
       210715164     2.93    96.51
       229171601     2.93    99.94
       118300547     3.31    94.74
        56064355     4.52    99.55
        87937185     4.46    94.61
        64373888     4.46    99.98
       116844578     4.46    95.77
       136165609     4.46    99.93
         3428365     4.47    24.93
       145556284     4.46    96.68
       150458434     4.46    99.90
        73440559     4.46    93.61
        62957831     4.54    99.83
       122015832     4.46    99.98
       136450427     4.46    99.99
        13860674     4.47    99.88
       150875712     4.46    99.99
        73515146     4.46    93.50
        71567624     4.46    99.99
        78769639     4.46    99.98
        59071088     4.46    92.20
       121984704     4.46    99.98
       128902981     4.54    96.23
        13647943     4.45    98.99
       151161272     4.46    99.99
        73483812     4.46    93.74
        64050686     4.46    99.60
        80654165     4.46    94.14
        64313420     4.46    99.98
       116794495     4.46    95.78
        25230526     4.02    99.79
       214457255     2.35    99.93
        31158918     2.98    99.50
       218518263     2.97    96.54
       372365426     1.72    99.97
       183753139     1.73    99.94
        89785276     2.94    92.14
       184952210     2.94    99.88
       210167715     2.94    96.51
       229077227     2.94    99.99
       133424746     2.94    94.72
        86692338     2.94    99.93
       103954205     3.05    99.82
       145667834     4.46    96.68
       148054860     4.54    99.91
       145615802     4.46    96.65
       131248791     4.46    96.23
        64331903     4.46    99.97
        21460493     4.46    24.99
        59084147     4.46    92.31
       121675731     4.46    99.82
       131186455     4.46    96.31
        13867223     4.45    99.89
       145688271     4.46    96.52
       150803734     4.46    99.98
        73511620     4.46    93.47
        64079931     4.46    99.74
       122071143     4.46    99.98
       136256044     4.46    99.88
        13867869     4.46    99.87
       150951812     4.46    99.99
        72238465     4.54    93.51
        70376978     4.54    99.99
        78773526     4.46    99.98
        59149518     4.46    92.17
       122044565     4.46    99.98
       131286376     4.46    96.23
         3354085     4.58    24.94
        88514111     4.32    94.43
        42025582     1.56    24.92
        93130136     3.52    93.73
       101112580     2.84    99.97
       196210426     1.83    94.04
       186882971     1.54    99.96
       237831304     2.32    96.10
       205345110     2.80    99.98
         8120845     2.85    24.95
       204954824     3.17    96.68
       144111197     4.44    99.98
        51998320     4.45    91.02
       151050629     4.45    99.91
       151302219     4.45    99.98
       150939720     4.45    99.91
       131542240     4.45    96.30
        71728935     4.45    99.98
        57314845     4.45    99.94
       145948020     4.45    96.68
       150992441     4.45    99.89
       145971457     4.45    96.65
       136583514     4.45    99.88
        53800940     4.45    83.72
        79017577     4.45    99.97
        64499988     4.45    99.96
       117111312     4.45    95.86
       143770517     4.45    99.92
       145945798     4.45    96.60
       151183106     4.45    99.96
        66499490     4.45    92.72
       150924036     4.45    99.91
       124116508     4.06    99.91
        15102232     2.73    24.95
       297221830     2.18    96.73
       372934043     1.63    99.98
        97323453     2.79    85.40
        90405739     2.82    99.96
       231197322     2.81    96.67
       177403940     3.79    99.99
       146010252     4.45    96.71
       136919889     4.44    99.99
        53824525     4.45    83.73
        86287556     4.44    99.98
        59286849     4.45    92.02
       122058868     4.45    99.77
       136817596     4.45    99.98
        13835770     4.45    99.89
       146005911     4.45    96.64
       151029935     4.45    99.90
        65086162     4.54    92.94
        64480290     4.45    99.96
       117126293     4.45    95.82
       136792508     4.45    99.99
       147729408     4.45    93.40
        93372035     4.45    99.99
        14241989     4.45    24.98
        66411231     4.45    93.04
       151048228     4.45    99.89
       146007108     4.45    96.68
       151303511     4.45    99.98
       131604533     4.45    96.23
        64234368     4.45    99.59
        68780937     3.65    89.61
       788526659     0.65    98.93
       764457460     0.68    95.76
       740912668     0.65    99.98
        73828269     0.64    24.97
      1028655194     0.66    96.88
       788839526     0.65    99.77
      1049214361     0.65    85.15
       995877113     0.67    99.93
       979239582     0.66    96.68
       984382863     0.68    99.98
       511240337     0.70    94.00
       371136742     0.68    99.70
       959504717     0.68    96.68
       967946347     0.70    99.98
       997383846     0.65    96.66
       892215974     0.68    99.98
       326935498     0.73    83.75
       511241018     0.75    99.75
       347000583     0.76    92.17
       841960203     0.64    99.80
       907815338     0.64    96.31
       140746340     0.66    99.51
       957540687     0.68    96.58
       361984686     0.71    99.93
        56787894     1.51    24.61
       175645971     1.22    75.28
       571406682     1.17    99.68
       280160772     2.32    96.64
       280060976     2.40    99.91
       505619697     1.20    99.78
       232578410     1.17    85.34
       212504800     1.19    99.42
       288651965     1.25    94.06
       230823442     1.24    99.96
       556423355     1.21    99.98
       531650745     1.22    96.64
       499418686     1.22    99.97
       215554033     1.22    92.02
       300397660     1.16    99.65
       222141874     1.19    92.09
       430201599     1.21    95.77
       536948062     1.19    99.95
        12381917     1.24    24.92
       553308521     1.23    96.86
       527543731     1.21    99.96
       275595129     1.19    93.49
       234027606     1.22    99.64
       438322970     1.24    99.81
       502074006     1.21    99.98
        12297316     1.24    24.90
       293152392     1.23    94.22
       234323874     1.22    99.65
       265534924     1.23    93.59
       249423624     1.28    99.82
       218881217     1.20    92.09
       250101082     1.15    99.94
       481512088     1.13    99.97
       571075922     1.18    99.95
        57356218     1.23    75.83
       608721376     1.21    99.61
       554920152     1.21    99.70
       283115822     1.23    99.43
        67854781     1.17    24.90
       547720961     1.18    96.47
       291269036     1.20    99.72
        64971197     1.22    24.87
       531577577     1.22    96.46
       156052487     2.66    99.90
        57760554     1.51    24.88
       241549208     1.22    92.81
       277738837     1.49    99.72
        17924112     2.64    24.93
       237299951     1.38    93.41
        69361422     1.14    24.84
       268794439     1.21    93.37
       264524311     1.20    99.67
       207995653     1.11    90.95
       239902309     1.19    99.75
       326609590     1.17    80.02
       160405598     1.18    99.56
       544894178     1.21    89.93
       330770367     1.18    94.29
       121170312     2.10    99.77
       537611114     1.25    99.70
       110350562     1.22    85.56
       121233676     2.35    99.56
        98576584     2.67    92.02
       210180700     1.67    99.72
        39868665     1.78    24.91
        29940056     2.64    24.93
       369904430     1.30    83.51
       104209402     1.21    99.81
       510187040     1.21    96.39
       522664581     1.22    99.86
       632047987     1.19    84.04
       574319424     1.17    99.90
       539642260     1.20    96.61
       544148929     1.18    99.97
       268702282     1.19    99.91
        72564333     1.21    24.98
       223039715     1.18    92.30
       456514016     1.19    99.95
       501452274     1.17    96.27
        52313581     1.16    99.17
       442501188     1.17    99.96
        16451991     2.34    24.86
       184688308     1.77    93.73
        60883056     1.18    24.98
       206955474     1.27    92.25
       573410338     1.17    99.96
       581814458     1.17    96.78
       567166178     1.19    99.97
       501181934     1.17    96.31
       243726815     1.17    99.65
       170690992     1.17    62.57
       214743622     1.19    99.95
       361771192     1.15    99.95
       303600186     1.19    94.00
       271413515     1.17    99.95
       548771771     1.18    96.60
       425933951     1.20    99.88
       139944631     1.19    58.46
       304184466     1.04    99.73
       234737288     1.12    92.20
       329149659     1.17    99.96
       387441548     1.18    99.78
       291751037     1.16    99.95
       134639302     1.17    99.47
       108395369     1.18    24.99
       360067090     1.18    95.11
       234640631     1.22    99.94
       302096638     1.19    93.98
       248086325     1.16    99.90
       430683215     1.21    95.84
       503190720     1.21    99.82
        19417774     1.20    24.94
       477229655     1.18    96.25
        61125599     1.31    98.98
       493476188     1.25    96.36
       102320772     2.69    99.87
       252844946     1.81    99.90
       356950764     1.46    95.86
       413024863     1.18    95.54
       128186057     1.24    99.93
       537769514     1.21    96.60
       210796447     1.21    99.94
        69327333     1.15    24.98
       565171558     1.18    90.45
       549848085     1.18    96.60
       328421077     1.17    99.96
        61299082     1.17    24.98
       246434105     1.20    93.14
       292227248     1.20    99.78
        82125310     1.25    82.13
       239002959     1.20    99.96
       380696367     1.20    95.19
       348448331     1.19    99.97
       198184119     1.17    91.20
       348775279     1.19    99.78
       558746595     1.20    99.92
       549405786     1.18    96.66
       274102884     1.16    99.70
       290143679     1.21    99.92
       216624463     1.22    92.16
       467217773     1.16    99.91
       502840592     1.16    96.29
        19465058     1.20    24.93
       478482866     1.36    96.71
       119547402     2.67    99.98
       199080671     1.60    99.92
       221508899     1.17    92.05
       266057101     1.10    99.88
       461505771     1.18    99.93
       543543694     1.19    96.60
       563065248     1.19    99.96
       330932967     1.18    94.64
       204883736     1.24    99.62
       164424259     2.38    94.53
       107615026     2.65    99.67
       213995264     2.43    95.79
       506306761     1.20    99.83
        13132908     1.15    24.90
       550838187     1.18    96.73
       420281291     1.15    99.95
        37449623     1.25    24.95
       250008335     1.18    93.07
       234031488     1.78    99.95
       530027301     1.22    96.63
       546253905     1.23    99.97
       528313112     1.23    96.63
        80097371     1.57    99.87
        29954646     2.65    24.99
        24335876     2.63    24.97
       507315797     1.28    96.72
       548429261     1.23    99.98
       535537770     1.21    96.60
       506780859     1.20    99.97
       204882003     1.17    83.62
       358997034     1.06    99.76
       244626556     1.08    92.17
       494765451     1.10    99.77
       495373981     1.18    96.22
        52139751     1.18    99.75
       466435450     1.44    99.95
       519943102     1.25    96.59
       271218291     1.29    99.64
       150747427     1.75    92.18
       458021922     1.18    99.78
       524952286     1.16    99.98
        12947940     1.18    24.93
       558030901     1.16    96.72
       293189535     1.19    99.66
        68281949     1.17    24.98
       220606936     1.19    92.27
       245409341     1.17    99.95
       454575350     1.20    99.95
       438355203     1.48    96.58
       397629879     1.69    99.97
       328221825     1.19    94.69
       212728564     1.19    99.62
       331627062     1.18    94.57
       148286391     1.92    99.64
       195355060     2.67    95.87
       491152790     1.24    99.83
        12683952     1.20    24.91
       582135903     1.17    96.85
       540831146     1.18    99.96
       251681662     1.21    86.58
       235599521     1.22    99.94
       464960817     1.17    99.81
        92500414     1.19    99.82
       107257044     1.15    24.98
        13006953     1.15    24.90
       549777084     1.18    96.73
       299745820     1.17    99.95
        69306717     1.15    24.98
       224807751     1.17    92.26
       246116906     1.17    99.94
       457606964     1.19    99.97
       547909091     1.19    96.61
       562232234     1.19    99.83
       248594193     1.58    94.68
       213618352     1.19    99.61
       312080015     1.18    88.73
       245751674     1.17    99.94
       449400673     1.16    95.79
       502494179     1.21    99.98
         5724303     2.68    24.94
       322482907     2.01    96.73
       562115814     1.19    99.83
       273640974     1.20    93.55
       238449784     1.20    99.64
       445101153     1.22    99.97
       443055423     1.52    99.98
       371804463     1.18    95.04
       228053213     1.06    99.91
       266963955     1.19    99.59
       119442991     2.67    99.98
        87165601     2.65    91.16
       487097471     1.38    99.87
       549122383     1.18    96.64
       560551963     1.20    99.96
       491105554     1.19    96.25
       243758753     1.18    99.94
       300710187     1.20    94.07
       250498375     1.14    99.62
       432921123     1.20    95.87
       515420762     1.18    99.82
        19730058     1.18    24.94
       531395978     1.22    96.70
       543483089     1.18    99.97
       270132560     1.21    93.46
       233569003     1.23    99.95
       429556231     1.21    95.75
       496683504     1.22    99.95
        19856631     1.18    24.95
       544266418     1.19    96.71
       266684934     1.20    99.95
        67917841     1.17    24.98
       189351013     1.22    91.35
       269089567     1.16    99.87
       365410558     1.16    77.55
       576218572     1.17    99.87
       563731568     1.15    96.65
       344620845     1.14    94.58
       222088912     1.15    99.96
       341146335     1.15    94.41
       248123184     1.16    99.93
       371421986     1.17    95.08
       509522001     1.13    99.83
       601424027     1.13    86.13
       573044272     1.13    96.65
       366094976     1.13    99.94
       256725868     1.12    99.95
       480781380     1.13    99.98
       514307478     1.14    96.21
        80510353     1.17    99.88
       628214936     1.14    96.91
       225669845     1.13    99.94
       282110703     1.13    99.96
       582779819     1.14    90.40
       564640541     1.15    96.59
       332124844     1.15    99.96
        62413385     1.15    24.98
       370998323     1.13    95.03
       307545929     1.15    99.59
        61745828     1.16    24.98
       400800464     1.14    95.39
        86338039     1.11    24.98
       568182194     1.14    96.74
       262305432     1.09    99.95
        87844958     1.09    24.99
       558080427     1.16    96.73
       307553855     1.14    99.95
       160211958     1.14    52.24
       250255032     1.14    99.65
       450119578     1.16    95.88
       571055960     1.18    99.85
       262376617     1.16    93.03
       132843473     2.57    99.77
       247588797     1.32    93.57
       239533623     1.20    99.96
       300489065     1.20    93.98
       217870590     1.21    91.98
       304134394     1.14    99.95
       672759261     1.20    99.97
       546625562     1.19    96.67
       350513157     1.19    99.96
        54793315     1.16    24.98
       329145611     1.19    94.65
       236832273     1.21    99.63
       435991662     1.19    95.87
       506006467     1.20    99.83
        12760442     1.19    24.91
       551463595     1.18    96.72
       565182207     1.19    99.97
       136220122     2.41    93.49
       199912164     1.43    99.79
       311772563     1.74    99.81
       534636767     1.21    96.64
       587809489     1.20    99.83
       271207488     1.18    99.95
       257325166     1.24    99.74
       248343815     1.22    86.70
       229538904     1.25    99.94
       435490820     1.20    95.86
       506101127     1.20    99.83
        12536102     1.21    24.91
       521273097     1.25    96.70
       286460821     1.22    99.71
        60045119     1.19    24.98
       294806211     1.22    94.26
       230610644     1.24    99.93
       351821681     1.48    95.79
       336374252     1.81    99.98
        12877757     1.18    24.93
       544496581     1.19    96.72
       517271630     1.30    99.84
       224617418     1.46    93.49
       200396967     1.19    99.75
       237261095     1.14    88.60
       537033374     1.19    99.92
       468725580     1.45    96.75
       342149572     1.87    99.97
       258248385     1.02    92.12
       363508831     1.05    99.68
       228406728     1.15    92.13
       456649748     1.19    99.97
       505251531     1.16    96.24
        50749004     1.22    99.85
       597631643     1.18    99.95
       259749922     1.14    92.82
       288420276     1.10    99.76
       260003552     1.26    93.58
       227858780     1.16    92.03
       476215010     1.14    99.97
       428507452     1.18    95.67
       119098997     1.17    99.85
       542493270     1.20    96.62
       571118859     1.18    99.96
       300272986     1.17    99.93
       217217718     1.21    92.10
       467480946     1.16    99.90
       558542366     1.16    96.67
       519739001     1.29    99.85
       217864453     1.50    93.61
       267502801     1.19    99.95
       271983119     1.21    93.45
       220664246     1.19    92.01
       448336108     1.21    99.95
       502359834     1.16    96.29
        52274836     1.18    99.83
       565608133     1.19    99.98
       244837576     1.34    93.60
       150614582     1.90    99.96
       244730137     1.47    94.13
       212834348     1.35    99.94
       438123628     1.19    95.84
       513266017     1.19    99.97
        50728803     1.22    99.82
       565349111     1.15    96.66
       565538655     1.19    99.96
       277174352     1.18    93.52
       239793704     1.20    99.94
       468820783     1.16    99.95
       494578711     1.23    99.98
        12318541     1.23    24.91
       544923435     1.19    96.72
       302834130     1.16    99.65
        70202118     1.13    24.98
       227028468     1.16    92.26
       243322454     1.18    99.95
       463425109     1.18    99.97
       370494023     1.75    96.61
       572190782     1.18    99.98
       329616725     1.19    94.70
       216722796     1.17    99.33
       337440622     1.16    94.43
       333622499     1.17    94.31
       569985361     1.18    99.76
       294079044     1.19    99.63
        67271375     1.18    24.90
       541392581     1.20    96.49
       346740499     1.20    99.73
       296627067     1.18    99.69
       346789516     1.13    94.49
       567059631     1.18    99.75
       274753647     1.19    93.37
       266861449     1.19    99.60
       554224745     1.17    96.40
        79005616     1.17    99.40
        60221371     1.19    24.91
       159017501     1.20    49.91
       355295874     1.17    99.72
       563189506     1.15    96.46
       305221851     1.15    99.74
        68083083     1.16    24.90
       200488513     1.16    91.21
       348123389     1.18    99.68
        65846792     1.07    75.89
       241198284     1.19    99.74
       303161151     1.18    93.76
       331422952     1.18    94.32
       564822873     1.19    99.76
       276055597     1.19    93.23
       266452283     1.19    99.66
       560678576     1.19    99.70
       300349072     1.20    94.02
        83054592     1.15    24.88
       329116573     1.19    94.46
       559051683     1.20    99.74
       298975931     1.17    99.70
        67580673     1.17    24.91
       557529416     1.16    96.52
        79975256     1.17    99.63
        67976532     1.17    24.91
       157131125     1.16    52.22
       355868012     1.16    99.64
       555388920     1.17    96.54
       303244988     1.15    99.73
        73880560     1.07    24.90
       299919240     1.14    93.71
       278951112     1.09    99.72
        63929795     1.10    75.95
       246923857     1.16    99.73
       167734409     1.14    49.89
       341161303     1.15    94.28
       576761141     1.16    99.82
       303885957     1.15    99.59
        68905916     1.15    24.91
       559947172     1.16    96.54
       328762165     1.16    99.76
        86476520     1.10    24.88
       338365651     1.16    94.55
       581269620     1.15    99.78
       279427794     1.17    93.44
       269791967     1.18    99.59
       534655160     1.16    96.31
        95555701     1.26    99.13
        65791816     1.20    24.87
       153756286     1.19    52.21
       358048473     1.16    99.71
       563545407     1.15    96.46
       292144239     1.20    99.77
        65389461     1.21    24.87
       546115010     1.19    96.50
        59782735     1.18    75.42
        61459732     1.16    24.91
       300263430     1.20    93.95
       346673311     1.20    99.68
       569480534     1.18    99.75
       274421005     1.19    93.40
       268994851     1.18    99.68
       570375554     1.18    99.71
       303319845     1.18    93.78
       201772571     1.90    99.76
       350868324     1.18    99.65
       602264871     1.08    96.46
       319157455     1.10    99.74
        66226803     1.20    24.91
        52593532     1.18    73.97
        59030405     2.47    24.92
        25757177     2.73    76.20
       157998777     2.02    99.80
       291237710     1.20    99.75
       216473476     1.81    94.51
       561634344     1.20    99.79
       276293996     1.18    93.33
       263124858     1.21    99.65
       544860218     1.19    96.48
        59977500     1.18    75.82
       247905955     1.15    99.72
       321262455     1.19    99.81
       328156858     1.19    94.27
       558326644     1.20    99.75
       269673815     1.21    93.28
       265994864     1.19    99.55
       558630615     1.20    99.76
       242558442     1.57    99.59
       117086337     1.63    49.93
       358640733     1.16    99.69
       558805911     1.16    96.48
       300180817     1.17    99.78
        68414931     1.16    24.91
       556953133     1.16    96.51
        80019835     1.16    99.31
        67098447     1.18    24.91
       155067473     1.18    52.20
       327634465     1.19    94.36
       570267219     1.18    99.77
       299242383     1.17    99.77
        73396481     1.08    24.91
       550730170     1.18    96.52
        77601922     1.21    99.64
        61030790     1.17    24.90
       302288920     1.19    94.08
       353188010     1.17    99.71
       567016013     1.18    99.79
       298200317     1.17    99.57
        67671813     1.17    24.91
       549066332     1.18    96.52
       233358315     1.18    99.72
        19631318     1.33    24.82
        82589585     1.15    24.84
       326760937     1.20    94.44
       549289592     1.22    99.75
       540586775     1.20    96.41
       557577217     1.20    99.65
        60384279     1.17    75.76
       261699341     1.21    99.42
       151655987     1.20    52.14
       333590667     1.24    99.70
       535457552     1.21    96.45
       285211427     1.23    99.70
        64367036     1.23    24.87
       545337791     1.19    96.48
        81047864     1.14    99.27
        64729563     1.10    24.88
       303263919     1.18    93.97
       359297101     1.15    99.71
       565921662     1.19    99.75
       286584312     1.14    93.24
       258064773     1.23    99.69
       549752468     1.22    99.66
       289020929     1.24    93.99
       329213380     1.16    99.63
       236641881     1.40    93.51
       486809649     1.17    99.74
       559602768     1.20    99.76
       540168901     1.20    96.42
       481985193     1.19    99.73
       516908856     1.28    90.11
       553046186     1.21    99.73
       203436852     1.77    93.95
       107381026     2.67    99.85
       502702094     1.34    99.74
       104997932     1.19    99.42
        82875174     0.86    24.90
       302993507     1.18    93.97
       336846238     1.23    99.66
       542302760     1.24    99.71
        72676435     1.18    79.12
       322719102     1.18    67.65
       562924927     1.19    99.71
       289589995     1.24    93.88
       260495916     1.34    99.66
       150044647     2.61    94.34
       528057454     1.27    99.80
       532595489     1.22    96.36
       553080931     1.21    99.72
       378854979     1.18    99.74
       155593582     1.18    52.09
       347998734     1.19    99.77
       535520566     1.21    96.38
       302659730     1.16    99.71
       271185533     1.17    99.73
       549355144     1.18    96.47
        79294362     1.17    98.53
        62752122     1.13    24.86
       296009749     1.21    93.99
       345628810     1.20    99.66
       577596253     1.16    99.72
       270336849     1.21    93.40
       275156799     1.15    99.63
       567773111     1.18    99.71
       291885335     1.23    93.85
       290842504     1.16    99.65
       220554067     1.21    89.14
       440722283     1.23    99.70
       544387360     1.19    96.49
       538477082     1.20    96.40
       318119259     1.20    99.74
        60168485     1.19    24.89
       296164424     1.21    93.99
       349089066     1.19    99.68
       545175568     1.19    96.44
       296951378     1.17    99.40
        66304207     1.20    24.91
       405623035     1.18    95.40
       220057382     1.19    99.53
        64768991     1.10    24.91
       322504338     1.11    93.96
       349625601     1.18    99.67
       524048862     1.28    99.70
       122887101     2.67    93.41
       120952022     2.63    99.71
       521493072     1.23    99.74
       347490289     1.18    99.44
        78850597     1.21    24.87
       330485427     1.18    94.44
       575535652     1.17    99.73
       353920033     1.20    94.67
       686790873     1.22    99.72
       109177764     1.22    88.32
       262855557     1.21    99.71
       281582669     1.24    99.66
       327690770     1.12    94.11
       444049103     1.21    99.67
       407176271     1.20    95.37
       124087150     1.27    99.71
       533097543     1.22    96.35
       458038748     1.19    99.78
       311261926     1.23    79.97
       237069214     1.21    99.65
       555014223     1.17    96.41
       332570916     1.15    99.72
       245332412     1.17    99.73
       564869735     1.15    96.40
       339690272     1.22    99.73
        80202848     1.18    24.85
       167740133     2.33    94.57
       547921134     1.22    99.72
       277499936     1.18    93.48
        66639943     1.19    24.93
       548421751     1.18    96.59
        79592074     1.18    99.74
       272821064     1.17    99.77
       154477813     1.18    52.19
       328834770     1.19    94.33
       560132477     1.20    99.73
       299752620     1.17    99.74
        71239774     1.11    24.92
       540500705     1.20    96.52
        82260418     1.14    99.69
        60387345     1.18    24.89
       162051512     1.17    49.88
       347734194     1.19    99.62
       554822695     1.21    99.73
       280537145     1.17    93.41
       267448439     1.19    99.59
       480398856     1.21    96.10
